wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
4657000,874000,1179000,1300000,6094000,5300000,30000,11000,4000,236000,74000,65000,2391000,3683000,6074000,25000000,114.8,111.65,92.48,108.725,114.4616,112.6616,106.025,114.6866,111.7616
4657000,798000,1204000,1169000,105000,5064000,20000,11000,11000,196000,70000,65000,2464000,3014000,5478000,25000000,114.8,111.65,92.48,108.725,114.4616,112.6616,106.025,114.6866,111.7616
4667000,874000,1275000,1456000,105000,5064000,30000,11000,11000,196000,70000,65000,2424000,4181000,6605000,25000000,114.8,111.65,92.48,108.8366,114.575,112.775,106.1366,114.8,111.875
4667000,914000,1179000,1492000,5813000,5064000,20000,76000,7000,196000,74000,65000,2285000,3725000,6010000,25000000,114.8,111.65,92.48,108.8366,114.575,112.775,106.1366,114.8,111.875
4667000,874000,1131000,1189000,2743000,5824000,10000,32000,11000,246000,68000,65000,2308000,3457000,5765000,25000000,114.8,112.1,92.48,108.8366,114.575,112.775,106.1366,114.8,111.875
5225000,914000,1275000,1391000,105000,5824000,20000,32000,4000,246000,68000,65000,2283000,8312000,10595000,25000000,114.8,112.1,92.48,108.8366,114.575,112.775,106.1366,114.8,111.875
5225000,853000,1267000,1456000,105000,5824000,10000,30000,11000,246000,68000,65000,2405000,6148000,8553000,25000000,114.8,112.1,92.48,108.8366,114.575,112.775,106.1366,114.8,111.875
5225000,853000,1378000,948000,147000,6043000,30000,11000,11000,219000,68000,65000,2523000,3243000,5766000,25000000,114.8,111.65,92.48,108.8366,114.575,113,106.25,114.9116,111.9866
5344000,839000,1339000,1798000,2265000,6043000,30000,11000,11000,219000,68000,65000,2375000,4202000,6577000,25000000,114.8,111.65,92.48,108.8366,114.575,113,106.25,114.9116,111.9866
5344000,914000,1179000,1682000,1076000,6043000,40000,11000,7000,219000,68000,65000,2225000,3470000,5695000,25000000,114.8,111.65,92.48,108.8366,114.575,113,106.25,114.9116,111.9866
5203000,935000,1371000,686000,105000,6043000,30000,14000,11000,216000,68000,65000,2247000,3119000,5366000,25000000,114.8,111.65,92.48,108.8366,114.575,113,106.25,114.9116,111.9866
5203000,955000,1267000,1284000,328000,6043000,20000,11000,11000,216000,68000,65000,2236000,2979000,5215000,25000000,114.8,111.65,92.48,108.8366,114.575,113,106.25,114.9116,111.9866
5203000,1189000,1348000,1328000,778000,6043000,20000,14000,11000,245000,68000,65000,2463000,3573000,6036000,25000000,114.8,112.1,92.48,109.0616,114.6866,113,106.3616,114.9116,111.9866
5301000,935000,1339000,1562000,4544000,6021000,30000,11000,11000,245000,68000,65000,2458000,4007000,6465000,25000000,114.8,112.1,92.48,109.0616,114.6866,113,106.3616,114.9116,111.9866
5301000,833000,1227000,1284000,2190000,6021000,20000,32000,11000,245000,68000,65000,2527000,4084000,6611000,25000000,114.8,112.55,92.48,109.0616,114.6866,113,106.3616,114.9116,111.9866
