wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
4285000,1132000,2114000,860000,188000,5154000,274000,0,5000,4000,68000,63000,2138000,4279000,6417000,25000000,111.2,107.6,80.6,105.6866,110.8616,109.2866,102.65,111.0866,108.3866
4334000,1154000,1243000,675000,3230000,5154000,274000,0,5000,11000,68000,63000,2144000,4214000,6358000,25000000,111.2,107.6,80.6,105.6866,110.8616,109.2866,102.65,111.0866,108.3866
4334000,1154000,1544000,665000,105000,5154000,274000,0,5000,11000,65000,63000,2096000,4242000,6338000,25000000,111.2,108.05,80.6,105.6866,110.8616,109.2866,102.7616,111.2,108.3866
4334000,1243000,1378000,1320000,503000,5132000,235000,0,5000,11000,65000,63000,2091000,4108000,6199000,25000000,111.2,108.05,80.6,105.6866,110.8616,109.2866,102.7616,111.2,108.3866
4450000,1265000,2304000,1691000,104000,5132000,235000,0,5000,11000,68000,63000,2172000,4953000,7125000,25000000,111.2,108.05,80.6,105.6866,110.8616,109.2866,102.7616,111.2,108.3866
4450000,1043000,1544000,1071000,105000,5132000,235000,0,5000,4000,68000,63000,2242000,3707000,5949000,25000000,111.2,108.05,80.6,105.6866,110.8616,109.2866,102.7616,111.2,108.3866
4450000,1353000,1267000,706000,104000,5106000,276000,0,5000,4000,65000,63000,2131000,3793000,5924000,25000000,111.2,108.05,80.6,105.6866,110.8616,109.2866,102.7616,111.2,108.3866
4453000,1309000,1330000,1040000,105000,5106000,276000,0,5000,4000,65000,63000,2311000,3938000,6249000,25000000,111.2,108.05,80.6,105.6866,110.975,109.2866,102.7616,111.2,108.5
4453000,1287000,1354000,1420000,105000,5446000,276000,0,5000,11000,68000,63000,2245000,3606000,5851000,25000000,111.2,108.05,80.6,105.6866,110.975,109.2866,102.7616,111.2,108.5
4453000,1154000,1330000,1100000,105000,5446000,187000,0,5000,4000,83000,63000,2271000,3602000,5873000,25000000,111.2,108.05,80.6,105.6866,110.975,109.2866,102.7616,111.2,108.5
5094000,1154000,1387000,1220000,105000,5446000,187000,0,30000,4000,65000,63000,2379000,3154000,5533000,25000000,111.2,108.05,80.6,105.6866,110.975,109.2866,102.7616,111.2,108.5
5094000,1420000,1219000,1260000,105000,5856000,187000,0,30000,4000,68000,63000,2226000,4406000,6632000,25000000,111.2,108.05,80.6,105.6866,110.975,109.2866,102.7616,111.2,108.5
5094000,1118000,1758000,820000,105000,5856000,208000,0,30000,4000,68000,63000,2220000,3093000,5313000,25000000,111.2,108.05,80.6,105.8,110.975,109.4,102.875,111.2,108.5
4798000,1073000,1781000,1080000,105000,5856000,208000,0,30000,4000,68000,63000,2177000,3118000,5295000,25000000,111.2,107.6,80.6,105.8,110.975,109.4,102.875,111.2,108.5
4798000,1073000,2066000,1040000,105000,4960000,208000,0,5000,11000,65000,63000,2233000,3402000,5635000,25000000,111.2,108.05,80.6,105.8,110.975,109.4,102.875,111.2,108.5
4798000,1073000,1805000,1351000,105000,4960000,203000,0,5000,4000,65000,63000,2177000,3226000,5403000,25000000,111.2,108.05,80.6,105.8,110.975,109.4,102.875,111.2,108.5
4462000,1118000,1306000,887000,105000,4960000,203000,109000,656000,0,86000,63000,2213000,4461000,6674000,25000000,111.2,108.05,80.6,105.8,110.975,109.4,102.875,111.2,108.5
4462000,1050000,1805000,887000,105000,5168000,203000,0,30000,4000,68000,63000,2156000,3498000,5654000,25000000,111.2,108.05,80.6,105.8,111.0866,109.4,102.875,111.3116,108.6116
4462000,1073000,1626000,887000,105000,5168000,211000,0,30000,4000,68000,63000,2216000,3834000,6050000,25000000,111.2,108.05,80.6,105.8,111.0866,109.4,102.875,111.3116,108.6116
4502000,1050000,1544000,760000,105000,5168000,211000,0,30000,4000,68000,63000,2155000,3616000,5771000,25000000,111.2,108.05,80.6,105.8,111.0866,109.4,102.875,111.3116,108.6116
4502000,1118000,1924000,751000,105000,5154000,211000,0,30000,4000,68000,63000,2125000,3296000,5421000,25000000,111.2,108.05,80.6,105.8,111.0866,109.4,102.875,111.3116,108.6116
4502000,1065000,1530000,948000,105000,5154000,232000,0,5000,4000,68000,63000,2261000,3468000,5729000,25000000,111.2,108.05,80.6,105.8,111.0866,109.4,102.875,111.3116,108.6116
4264000,1065000,2209000,625000,105000,5154000,232000,0,5000,11000,68000,63000,2113000,6116000,8229000,25000000,111.2,108.5,80.6,105.9116,111.0866,109.5116,102.9866,111.3116,108.6116
4264000,1028000,1829000,691000,105000,5302000,214000,0,5000,4000,68000,63000,2116000,3497000,5613000,25000000,111.2,108.5,80.6,105.9116,111.0866,109.5116,102.9866,111.3116,108.6116
4264000,1050000,1544000,691000,105000,5302000,214000,0,5000,11000,68000,63000,2107000,3547000,5654000,25000000,111.2,108.5,80.6,105.9116,111.0866,109.5116,102.9866,111.3116,108.6116
4807000,1073000,1781000,691000,105000,5302000,214000,0,5000,11000,68000,63000,2212000,4034000,6246000,25000000,111.2,108.5,80.6,105.9116,111.0866,109.5116,102.9866,111.3116,108.6116
4807000,1162000,1520000,744000,105000,5889000,202000,0,5000,11000,68000,63000,2222000,4290000,6512000,25000000,111.2,108.5,80.6,105.9116,111.0866,109.5116,102.9866,111.3116,108.6116
5203000,1118000,1473000,766000,105000,5889000,202000,0,5000,11000,68000,63000,2261000,3751000,6012000,25000000,111.2,108.5,80.6,105.9116,111.2,109.5116,103.1,111.425,108.6116
5203000,1073000,1615000,772000,105000,5889000,202000,0,5000,4000,68000,63000,2242000,3944000,6186000,25000000,111.2,108.5,80.6,105.9116,111.2,109.5116,103.1,111.425,108.6116
5203000,1110000,1458000,1229000,105000,5957000,197000,0,5000,11000,68000,63000,2269000,4100000,6369000,25000000,111.2,108.95,80.6,105.9116,111.2,109.5116,103.1,111.425,108.6116
5258000,1132000,1758000,691000,105000,5957000,197000,0,5000,4000,68000,63000,2248000,5208000,7456000,25000000,111.2,108.95,80.6,105.9116,111.2,109.5116,103.1,111.425,108.6116
5258000,1050000,1362000,772000,105000,5960000,197000,0,5000,11000,68000,63000,2326000,4342000,6668000,25000000,111.2,108.5,80.6,105.9116,111.2,109.5116,103.1,111.425,108.6116
5258000,1065000,1900000,1089000,105000,5960000,185000,0,5000,4000,68000,63000,2282000,4072000,6354000,25000000,111.2,108.95,80.6,106.025,111.3116,109.625,103.1,111.5366,108.725
5304000,1028000,1710000,1064000,105000,5960000,185000,0,5000,11000,68000,63000,2345000,9892000,12237000,25000000,111.2,108.95,80.6,106.025,111.3116,109.625,103.1,111.5366,108.725
5304000,1386000,2066000,1008000,105000,6218000,185000,0,5000,11000,74000,63000,2254000,4649000,6903000,25000000,111.2,108.95,80.6,106.025,111.3116,109.625,103.1,111.5366,108.725
5304000,1118000,1615000,706000,2885000,6218000,254000,10000,637000,0,72000,63000,2293000,4877000,7170000,25000000,111.2,108.95,80.6,106.025,111.3116,109.625,103.1,111.5366,108.725
5609000,1140000,2399000,711000,105000,6218000,254000,0,30000,4000,68000,63000,2252000,6226000,8478000,25000000,111.2,108.95,80.6,106.025,111.3116,109.625,103.1,111.5366,108.725
5609000,1176000,2066000,968000,1761000,5991000,254000,0,30000,4000,68000,63000,2184000,4639000,6823000,25000000,111.2,109.4,80.6,106.025,111.425,109.7366,103.2116,111.65,108.8366
5609000,1353000,1971000,691000,105000,5991000,201000,0,30000,4000,68000,63000,2243000,4098000,6341000,25000000,113,108.95,80.6,106.025,111.425,109.7366,103.2116,111.65,108.8366
5100000,1065000,1530000,1008000,3230000,5991000,201000,0,5000,11000,68000,63000,2181000,4435000,6616000,25000000,113,109.4,80.6,106.025,111.425,109.7366,103.2116,111.65,108.8366
5100000,1118000,1615000,691000,2864000,5632000,201000,0,5000,4000,68000,63000,2198000,4531000,6729000,25000000,113,108.95,80.6,106.025,111.425,109.7366,103.2116,111.65,108.8366
5100000,1176000,1473000,840000,105000,5632000,220000,0,5000,11000,86000,63000,2167000,4450000,6617000,25000000,113,108.95,80.6,106.025,111.425,109.7366,103.2116,111.65,108.8366
4950000,1176000,1458000,711000,2824000,5632000,220000,0,30000,4000,68000,63000,2126000,4060000,6186000,25000000,113,108.95,80.6,106.1366,111.5366,109.85,103.2116,111.875,108.95
4950000,1265000,1506000,867000,105000,5668000,220000,0,30000,4000,68000,63000,2113000,3548000,5661000,25000000,113,109.4,80.6,106.1366,111.5366,109.85,103.2116,111.875,108.95
4950000,1132000,1544000,968000,105000,5668000,222000,0,30000,4000,68000,63000,2167000,3901000,6068000,25000000,113,109.4,80.6,106.1366,111.5366,109.85,103.2116,111.875,108.95
4709000,1132000,1520000,630000,105000,5668000,222000,0,30000,4000,68000,63000,2174000,4297000,6471000,25000000,113,108.95,80.6,106.1366,111.5366,109.85,103.2116,111.875,108.95
4709000,1309000,1971000,691000,3210000,5449000,200000,0,5000,4000,68000,63000,2104000,4222000,6326000,25000000,113,108.95,80.6,106.1366,111.5366,109.85,103.2116,111.875,108.95
4709000,1154000,1544000,853000,105000,5449000,200000,0,5000,4000,68000,63000,2154000,3697000,5851000,25000000,113,109.4,80.6,106.25,111.5366,109.85,103.325,111.875,108.95
4584000,1353000,1506000,766000,2153000,5449000,200000,0,5000,11000,68000,63000,2108000,4018000,6126000,25000000,113,108.95,80.6,106.25,111.5366,109.85,103.325,111.875,108.95
4584000,1420000,1520000,860000,2174000,5318000,237000,0,5000,4000,68000,63000,2116000,4021000,6137000,25000000,113,109.4,80.6,106.25,111.5366,109.85,103.325,111.875,108.95
4609000,1553000,1458000,670000,1780000,5318000,237000,0,5000,11000,68000,63000,2135000,4524000,6659000,25000000,113,109.4,80.6,106.25,111.5366,109.85,103.325,111.875,108.95
4609000,1398000,1710000,1480000,105000,5318000,237000,0,5000,7000,68000,63000,2204000,4938000,7142000,25000000,113,109.4,80.6,106.25,111.5366,109.85,103.325,111.875,108.95
4609000,1198000,1853000,1060000,105000,5289000,188000,0,5000,4000,68000,65000,2225000,3537000,5762000,25000000,113,108.95,80.6,106.25,111.65,109.85,103.4366,111.9866,109.0616
4651000,1043000,1544000,960000,105000,5289000,188000,0,5000,4000,68000,63000,2248000,3561000,5809000,25000000,113,109.4,80.6,106.25,111.65,109.85,103.4366,111.9866,109.0616
4651000,1487000,1520000,1360000,105000,5300000,188000,0,5000,4000,70000,63000,2321000,3540000,5861000,25000000,113,108.95,80.6,106.25,111.65,109.85,103.4366,111.9866,109.0616
4651000,1110000,1663000,1120000,105000,5300000,219000,0,5000,11000,68000,63000,2213000,3556000,5769000,25000000,113,109.4,80.6,106.25,111.65,109.85,103.4366,111.9866,109.0616
4639000,1198000,1663000,1320000,105000,5300000,219000,0,5000,11000,68000,63000,2223000,3577000,5800000,25000000,113,109.4,80.6,106.25,111.65,109.85,103.4366,111.9866,109.0616
4639000,1110000,1520000,1126000,105000,5676000,219000,0,5000,11000,68000,63000,2167000,3422000,5589000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,111.9866,109.0616
4639000,1043000,1853000,1120000,105000,5676000,207000,0,5000,11000,68000,63000,2205000,3850000,6055000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,111.9866,109.0616
5277000,1198000,1805000,940000,105000,5676000,207000,0,5000,11000,68000,63000,2165000,3556000,5721000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,111.9866,109.0616
5277000,1118000,2114000,766000,105000,6125000,207000,10000,73000,4000,72000,63000,2371000,6584000,8955000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,111.9866,109.0616
5277000,1065000,1267000,1580000,105000,6125000,219000,10000,30000,4000,68000,63000,2307000,4494000,6801000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,111.9866,109.0616
5420000,1073000,1568000,751000,105000,6125000,219000,0,30000,4000,68000,63000,2310000,6858000,9168000,25000000,113,108.95,80.6,106.3616,111.7616,109.9616,103.4366,112.1,109.175
5420000,1043000,1900000,1200000,105000,6110000,219000,0,30000,4000,68000,63000,2244000,5362000,7606000,25000000,113,108.95,80.6,106.3616,111.7616,109.9616,103.4366,112.1,109.175
5420000,1140000,1900000,1310000,105000,6110000,227000,0,30000,4000,68000,63000,2316000,4201000,6517000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,112.1,109.175
5511000,1154000,1362000,630000,105000,6110000,227000,0,5000,4000,68000,63000,2240000,6378000,8618000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,112.1,109.175
5511000,1065000,1315000,1320000,105000,6320000,227000,0,5000,11000,68000,63000,2211000,3573000,5784000,25000000,113,109.4,80.6,106.3616,111.7616,109.9616,103.4366,112.1,109.175
5511000,1050000,1449000,1200000,105000,6320000,262000,10000,30000,4000,68000,63000,2210000,7591000,9801000,25000000,113,108.95,80.6,106.475,111.875,110.075,103.55,112.1,109.2866
5450000,1065000,1449000,670000,105000,6320000,262000,0,30000,4000,68000,63000,2170000,3901000,6071000,25000000,113,108.95,80.6,106.475,111.875,110.075,103.55,112.1,109.2866
5450000,1043000,1449000,670000,105000,6583000,262000,0,30000,4000,68000,63000,2159000,3563000,5722000,25000000,113,109.4,80.6,106.475,111.875,110.075,103.55,112.1,109.2866
5450000,1028000,1378000,593000,105000,6583000,210000,0,30000,0,68000,63000,2175000,3455000,5630000,25000000,113,109.4,80.6,106.475,111.875,110.075,103.55,112.1,109.2866
6033000,1132000,1639000,880000,105000,6583000,210000,0,5000,4000,68000,63000,2206000,4274000,6480000,25000000,113,109.4,80.6,106.475,111.875,110.075,103.55,112.1,109.2866
6033000,1118000,1473000,751000,105000,7066000,210000,0,5000,11000,68000,63000,2188000,3598000,5786000,25000000,113,109.4,80.6,106.5866,111.9866,110.1866,103.6616,112.2116,109.4
6292000,1021000,1900000,1040000,105000,7066000,196000,0,5000,4000,68000,63000,2203000,3794000,5997000,25000000,113,109.4,80.6,106.5866,111.9866,110.1866,103.6616,112.2116,109.4
6292000,1132000,1267000,691000,105000,7066000,196000,0,5000,4000,68000,63000,2239000,4150000,6389000,25000000,113,109.4,80.6,106.5866,111.9866,110.1866,103.6616,112.2116,109.4
6292000,1132000,1781000,670000,105000,7083000,221000,0,5000,7000,68000,63000,2193000,3942000,6135000,25000000,113,109.4,80.6,106.5866,111.9866,110.1866,103.6616,112.2116,109.4
6298000,1251000,1324000,1068000,105000,7083000,221000,0,5000,11000,68000,63000,2217000,3978000,6195000,25000000,113,109.4,80.6,106.5866,111.9866,110.1866,103.6616,112.2116,109.4
6298000,1140000,1306000,955000,3291000,7083000,221000,0,5000,4000,68000,63000,2185000,3652000,5837000,25000000,113,109.4,80.6,106.7,111.9866,110.3,103.775,112.2116,109.4
6298000,1140000,1615000,706000,2330000,6975000,250000,0,5000,11000,68000,63000,2187000,7893000,10080000,25000000,113,109.4,80.6,106.7,111.9866,110.3,103.775,112.2116,109.4
6158000,1073000,1196000,1060000,607000,6975000,250000,0,5000,11000,68000,63000,2170000,8959000,11129000,25000000,113,109.4,80.6,106.7,111.9866,110.3,103.775,112.2116,109.4
6158000,1265000,1544000,665000,1706000,6760000,250000,0,5000,11000,68000,63000,2193000,9430000,11623000,25000000,113,108.95,80.6,106.7,111.9866,110.3,103.775,112.2116,109.4
6158000,1154000,1339000,980000,105000,6760000,212000,0,5000,4000,68000,63000,2180000,3645000,5825000,25000000,113,109.4,80.6,106.7,111.9866,110.3,103.775,112.2116,109.4
5957000,1309000,1330000,1097000,3291000,6760000,212000,0,5000,11000,68000,63000,2155000,3755000,5910000,25000000,113,109.4,80.6,106.7,112.1,110.3,103.775,112.325,109.5116
5957000,1176000,1544000,1169000,4733000,6698000,212000,0,5000,7000,68000,63000,2141000,4036000,6177000,25000000,113,109.4,80.6,106.7,112.1,110.3,103.775,112.325,109.5116
5957000,1207000,1449000,670000,105000,6698000,198000,0,5000,11000,68000,63000,2194000,3797000,5991000,25000000,113,109.4,80.6,106.7,112.1,110.3,103.775,112.325,109.5116
5929000,1132000,1639000,1160000,2286000,6698000,198000,0,394000,7000,72000,63000,2210000,4276000,6486000,25000000,113,109.4,80.6,106.7,112.1,110.3,103.775,112.325,109.5116
5929000,1132000,1267000,1178000,3311000,6601000,198000,20000,5000,11000,68000,63000,2200000,3896000,6096000,25000000,113,109.4,80.6,106.7,112.1,110.3,103.775,112.325,109.5116
5929000,1287000,1853000,670000,105000,6601000,190000,20000,3000,11000,68000,63000,2199000,4821000,7020000,25000000,113,109.4,80.6,106.8116,112.2116,110.4116,103.775,112.325,109.5116
5926000,1198000,1568000,1056000,105000,6601000,190000,10000,76000,4000,68000,65000,2202000,4582000,6784000,25000000,113,109.4,80.6,106.8116,112.2116,110.4116,103.775,112.325,109.5116
5926000,1420000,1473000,746000,105000,6634000,190000,0,30000,4000,68000,63000,2205000,4126000,6331000,25000000,113,109.4,80.6,106.8116,112.2116,110.4116,103.775,112.325,109.5116
5926000,1420000,1805000,874000,105000,6634000,209000,0,30000,4000,68000,65000,2171000,4163000,6334000,25000000,113,108.95,80.6,106.8116,112.2116,110.4116,103.775,112.325,109.5116
5652000,1198000,1354000,1008000,105000,6634000,209000,0,30000,4000,68000,63000,2253000,4222000,6475000,25000000,113,109.4,80.6,106.8116,112.2116,110.4116,103.775,112.325,109.5116
5652000,1154000,1686000,1500000,105000,6583000,209000,10000,30000,4000,68000,63000,2375000,3519000,5894000,25000000,113,109.4,80.6,106.8116,112.2116,110.525,103.8866,112.4366,109.625
5847000,1353000,1758000,670000,503000,6583000,221000,0,30000,4000,72000,65000,2192000,3511000,5703000,25000000,113,109.4,80.6,106.8116,112.2116,110.525,103.8866,112.4366,109.625
5847000,1176000,1829000,2016000,105000,6583000,221000,0,30000,4000,68000,63000,2380000,3722000,6102000,25000000,113,109.4,80.6,106.8116,112.2116,110.525,103.8866,112.4366,109.625
5847000,1353000,1663000,1613000,105000,6607000,221000,0,30000,4000,68000,63000,2252000,3138000,5390000,25000000,113,109.4,80.6,106.8116,112.2116,110.525,103.8866,112.4366,109.625
5938000,1243000,1663000,1121000,105000,6607000,269000,0,5000,4000,74000,63000,2225000,4212000,6437000,25000000,113,109.4,80.6,106.8116,112.2116,110.525,103.8866,112.4366,109.625
5938000,1132000,1362000,1580000,105000,6607000,269000,0,5000,11000,68000,63000,2293000,3373000,5666000,25000000,113,109.4,80.6,106.925,112.325,110.525,104,112.55,109.7366
5938000,1132000,1710000,1880000,105000,6922000,269000,0,5000,11000,68000,63000,2316000,3777000,6093000,25000000,113,109.4,80.6,106.925,112.325,110.525,104,112.55,109.7366
6253000,1154000,1853000,1180000,105000,6922000,221000,0,5000,11000,68000,65000,2214000,3469000,5683000,25000000,113,109.4,80.6,106.925,112.325,110.525,104,112.55,109.7366
6253000,1058000,1378000,1220000,105000,6922000,221000,0,5000,11000,68000,63000,2246000,3573000,5819000,25000000,113,109.4,80.6,106.925,112.325,110.525,104,112.55,109.7366
6253000,1050000,1339000,1300000,105000,7070000,212000,0,5000,11000,68000,63000,2227000,3853000,6080000,25000000,113,109.4,80.6,106.925,112.325,110.525,104,112.55,109.7366
6323000,1243000,1483000,968000,105000,7070000,212000,0,5000,4000,68000,63000,2225000,3091000,5316000,25000000,113,109.4,80.6,107.0366,112.325,110.6366,104.1116,112.55,109.7366
6323000,1065000,1496000,1480000,105000,7116000,212000,0,5000,11000,68000,63000,2177000,3511000,5688000,25000000,113,109.4,80.6,107.0366,112.325,110.6366,104.1116,112.55,109.7366
6323000,1073000,1829000,928000,105000,7116000,210000,0,5000,11000,68000,63000,2254000,3609000,5863000,25000000,113,109.4,80.6,107.0366,112.325,110.6366,104.1116,112.55,109.7366
6310000,1118000,1473000,1100000,105000,7116000,210000,0,5000,11000,68000,65000,2216000,3336000,5552000,25000000,113,109.4,80.6,107.0366,112.325,110.6366,104.1116,112.55,109.7366
6310000,1110000,1663000,948000,105000,7032000,210000,0,5000,11000,68000,63000,2161000,3285000,5446000,25000000,113,109.4,80.6,107.0366,112.325,110.6366,104.1116,112.55,109.7366
6310000,1050000,1473000,1160000,105000,7032000,200000,0,5000,11000,68000,65000,2213000,3538000,5751000,25000000,113,109.4,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
6097000,1073000,1900000,940000,105000,7032000,200000,0,5000,4000,68000,63000,2254000,5454000,7708000,25000000,113,109.4,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
6097000,1118000,1900000,840000,105000,6594000,200000,0,5000,11000,68000,63000,2153000,8018000,10171000,25000000,113,109.4,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
6097000,1162000,2351000,772000,105000,6594000,217000,0,122000,0,72000,63000,2178000,8312000,10490000,25000000,113,109.85,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
5996000,1162000,1615000,691000,105000,6594000,217000,10000,5000,4000,68000,63000,2231000,5973000,8204000,25000000,113,109.85,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
5996000,1140000,1544000,670000,105000,6802000,217000,10000,5000,4000,68000,63000,2250000,3445000,5695000,25000000,113,109.85,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
5996000,1140000,1663000,826000,105000,6802000,199000,10000,5000,11000,68000,63000,2224000,3707000,5931000,25000000,113,109.85,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
5835000,1118000,1639000,772000,649000,6802000,199000,10000,3000,11000,86000,63000,2186000,3503000,5689000,25000000,113,110.3,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
5835000,1118000,1483000,1785000,105000,6818000,199000,10000,32000,11000,68000,63000,2190000,4027000,6217000,25000000,113,110.3,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
6192000,1073000,1378000,630000,105000,6818000,202000,0,30000,4000,68000,63000,2200000,4197000,6397000,25000000,113,110.3,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
6192000,1140000,2090000,691000,105000,6818000,202000,0,653000,0,86000,63000,2189000,3655000,5844000,25000000,113,110.3,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
6192000,1073000,2066000,995000,105000,7076000,202000,0,30000,11000,68000,63000,2244000,3932000,6176000,25000000,113,110.3,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
6347000,1162000,1520000,670000,105000,7076000,217000,0,30000,4000,68000,63000,2339000,4300000,6639000,25000000,113,110.3,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
6347000,1176000,1995000,731000,105000,7076000,217000,0,30000,4000,68000,63000,2371000,3980000,6351000,25000000,113,110.3,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
6347000,1296000,1781000,1060000,3331000,7099000,217000,0,30000,11000,68000,63000,2324000,9667000,11991000,25000000,113,110.75,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
6304000,1118000,2161000,826000,105000,7099000,243000,0,5000,11000,70000,63000,2370000,4239000,6609000,25000000,113,110.3,80.78,107.2616,112.6616,110.8616,104.3366,113,110.075
6304000,1265000,1506000,1117000,105000,7099000,243000,0,5000,11000,74000,63000,2331000,4702000,7033000,25000000,113,110.3,80.78,107.2616,112.6616,110.8616,104.3366,113,110.075
6304000,1353000,1401000,1097000,3372000,7147000,243000,0,5000,7000,68000,63000,2334000,4793000,7127000,25000000,113,110.75,80.78,107.2616,112.6616,110.8616,104.3366,113,110.075
6356000,1118000,1758000,670000,2313000,7147000,288000,0,5000,11000,68000,63000,2382000,4542000,6924000,25000000,113,110.75,80.78,107.2616,112.6616,110.8616,104.3366,113,110.075
6356000,1118000,2233000,691000,3255000,7158000,288000,0,5000,11000,68000,63000,2283000,3806000,6089000,25000000,113,110.75,80.78,107.2616,112.6616,110.8616,104.3366,113,110.075
6356000,1154000,2090000,1100000,147000,7158000,221000,0,5000,4000,68000,63000,2303000,5766000,8069000,25000000,113,110.75,80.78,107.375,112.775,110.975,104.45,113.1116,110.075
6368000,1487000,1971000,740000,2783000,7158000,221000,0,5000,11000,68000,63000,2227000,4511000,6738000,25000000,113,110.75,80.78,107.375,112.775,110.975,104.45,113.1116,110.075
6368000,1184000,1458000,711000,2366000,7158000,221000,0,5000,11000,68000,63000,2265000,3885000,6150000,25000000,113,110.75,80.78,107.375,112.775,110.975,104.45,113.1116,110.075
6368000,1176000,1793000,670000,754000,7158000,213000,0,5000,4000,68000,65000,2249000,3981000,6230000,25000000,113,111.2,80.78,107.375,112.775,110.975,104.45,113.1116,110.075
6353000,1296000,1483000,670000,105000,7158000,213000,0,5000,0,86000,63000,2289000,4359000,6648000,25000000,113,110.75,80.78,107.375,112.775,110.975,104.45,113.1116,110.075
6353000,1265000,1568000,665000,105000,6955000,213000,0,30000,4000,68000,63000,2267000,4338000,6605000,25000000,113,110.75,80.78,107.375,112.8866,111.0866,104.45,113.225,110.3
6353000,1420000,1686000,1160000,105000,6955000,204000,0,30000,4000,68000,63000,2246000,4183000,6429000,25000000,113,110.75,80.78,107.375,112.8866,111.0866,104.45,113.225,110.3
6304000,1398000,1554000,874000,105000,6955000,204000,0,30000,4000,68000,63000,2259000,5108000,7367000,25000000,113,111.2,80.78,107.375,112.8866,111.0866,104.45,113.225,110.3
6304000,1487000,1496000,686000,105000,7116000,204000,0,30000,4000,68000,65000,2261000,4525000,6786000,25000000,113,110.75,80.78,107.375,112.8866,111.0866,104.45,113.225,110.3
